Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Units_Sold_new
Kohl's,1185732,04/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$40.00 ,800,"32,000","$16,000 ",In-store,800
Kohl's,1185732,09/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$50.00 ,800,"40,000","$20,000 ",In-store,800
Kohl's,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$55.00 ,800,"44,000","$22,000 ",In-store,800
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$90.00 ,800,"72,000","$25,200 ",In-store,800
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$35.00 ,800,"28,000","$14,000 ",In-store,800
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$45.00 ,800,"36,000","$18,000 ",In-store,800
West Gear,1185732,07/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,$35.00 ,800,"28,000","$11,200 ",In-store,800
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Street Footwear,$90.00 ,800,"72,000","$25,200 ",In-store,800
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$70.00 ,800,"56,000","$22,400 ",Online,800
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$80.00 ,800,"64,000","$25,600 ",Online,800
Foot Locker,1197831,07/06/2021,West,Idaho,Boise,Women's Apparel,$65.00 ,800,"52,000","$28,600 ",Online,800
Foot Locker,1185732,02/07/2021,Southeast,South Carolina,Charleston,Women's Apparel,$35.00 ,800,"28,000","$14,000 ",Online,800
Foot Locker,1185732,05/05/2021,Southeast,South Carolina,Charleston,Women's Apparel,$60.00 ,800,"48,000","$24,000 ",Online,800
Foot Locker,1185732,06/07/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$50.00 ,800,"40,000","$14,000 ",Online,800
Foot Locker,1185732,07/05/2021,Southeast,South Carolina,Charleston,Men's Apparel,$65.00 ,800,"52,000","$18,200 ",Online,800
Foot Locker,1185732,09/05/2021,Southeast,South Carolina,Charleston,Women's Apparel,$55.00 ,800,"44,000","$22,000 ",Online,800
Foot Locker,1185732,10/07/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$45.00 ,800,"36,000","$12,600 ",Online,800
Sports Direct,1185732,07/02/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$60.00 ,800,"48,000","$16,800 ",Online,800
Sports Direct,1185732,08/03/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$60.00 ,800,"48,000","$16,800 ",Online,800
Amazon,1185732,06/11/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$50.00 ,800,"40,000","$16,000 ",Online,800
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$50.00 ,795,"39,750","$19,875 ",In-store,795
Amazon,1185732,05/09/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$45.00 ,795,"35,775","$14,310 ",Online,795
Walmart,1197831,8/14/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,775,"27,125","$9,494 ",Outlet,775
West Gear,1128299,11/01/2020,South,Texas,Houston,Men's Street Footwear,$40.00 ,775,"31,000","$10,850 ",Outlet,775
West Gear,1128299,11/02/2020,South,Texas,Houston,Men's Athletic Footwear,$50.00 ,775,"38,750","$7,750 ",Outlet,775
West Gear,1128299,11/03/2020,South,Texas,Houston,Women's Street Footwear,$50.00 ,775,"38,750","$13,563 ",Outlet,775
West Gear,1128299,11/06/2020,West,California,San Francisco,Women's Apparel,$50.00 ,775,"38,750","$5,813 ",Outlet,775
West Gear,1128299,1/16/2021,West,California,San Francisco,Men's Apparel,$65.00 ,775,"50,375","$25,188 ",Outlet,775
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,$80.00 ,775,"62,000","$9,300 ",Outlet,775
West Gear,1128299,1/26/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,775,"42,625","$12,788 ",Outlet,775
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,$70.00 ,775,"54,250","$5,425 ",Outlet,775
West Gear,1128299,02/10/2021,West,California,San Francisco,Women's Apparel,$70.00 ,775,"54,250","$5,425 ",Outlet,775
West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,775,"42,625","$12,788 ",Outlet,775
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,775,"42,625","$10,656 ",Outlet,775
Sports Direct,1197831,09/05/2021,South,Texas,Dallas,Men's Athletic Footwear,$30.00 ,775,"23,250","$8,138 ",Outlet,775
Sports Direct,1197831,9/27/2021,South,Texas,Dallas,Women's Apparel,$60.00 ,775,"46,500","$25,575 ",Outlet,775
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,$70.00 ,775,"54,250","$29,838 ",Outlet,775
West Gear,1128299,4/20/2020,West,Colorado,Denver,Men's Street Footwear,$65.00 ,775,"50,375","$22,669 ",In-store,775
West Gear,1128299,07/07/2020,West,Washington,Seattle,Men's Street Footwear,$85.00 ,775,"65,875","$19,763 ",In-store,775
Foot Locker,1185732,8/20/2020,Southeast,Florida,Miami,Women's Street Footwear,$35.00 ,775,"27,125","$6,781 ",In-store,775
Foot Locker,1185732,8/23/2020,Southeast,Florida,Miami,Women's Apparel,$45.00 ,775,"34,875","$17,438 ",In-store,775
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,$55.00 ,775,"42,625","$14,919 ",In-store,775
West Gear,1185732,09/08/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$50.00 ,775,"38,750","$11,625 ",In-store,775
West Gear,1185732,09/09/2020,Southeast,Florida,Miami,Men's Apparel,$65.00 ,775,"50,375","$17,631 ",In-store,775
West Gear,1185732,9/14/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$55.00 ,775,"42,625","$12,788 ",In-store,775
Foot Locker,1185732,9/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$45.00 ,775,"34,875","$10,463 ",In-store,775
Sports Direct,1185732,10/08/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$50.00 ,775,"38,750","$11,625 ",In-store,775
Sports Direct,1185732,5/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$55.00 ,775,"42,625","$12,788 ",In-store,775
Foot Locker,1185732,5/24/2020,Southeast,Florida,Miami,Men's Apparel,$65.00 ,775,"50,375","$17,631 ",In-store,775
Sports Direct,1197831,04/08/2021,South,Tennessee,Knoxville,Women's Apparel,$40.00 ,775,"31,000","$17,050 ",Outlet,775
Sports Direct,1197831,04/09/2021,South,Tennessee,Knoxville,Men's Street Footwear,$40.00 ,775,"31,000","$12,400 ",Outlet,775
Sports Direct,1197831,04/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$45.00 ,775,"34,875","$13,950 ",Outlet,775
Sports Direct,1197831,4/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,$45.00 ,775,"34,875","$15,694 ",Outlet,775
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$55.00 ,775,"42,625","$19,181 ",Outlet,775
Sports Direct,1197831,10/06/2021,South,Alabama,Birmingham,Men's Street Footwear,$60.00 ,775,"46,500","$23,250 ",Outlet,775
Sports Direct,1197831,10/07/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$60.00 ,775,"46,500","$23,250 ",Outlet,775
West Gear,1185732,07/08/2021,Northeast,New York,Albany,Women's Apparel,$70.00 ,775,"54,250","$27,125 ",In-store,775
West Gear,1185732,11/09/2021,Northeast,New York,Albany,Men's Street Footwear,$60.00 ,775,"46,500","$20,925 ",In-store,775
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$55.00 ,775,"42,625","$21,313 ",In-store,775
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$55.00 ,775,"42,625","$14,919 ",In-store,775
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$80.00 ,775,"62,000","$21,700 ",In-store,775
West Gear,1128299,6/24/2021,West,Oregon,Portland,Men's Street Footwear,$55.00 ,775,"42,625","$14,919 ",In-store,775
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Athletic Footwear,$80.00 ,775,"62,000","$21,700 ",In-store,775
West Gear,1197831,07/06/2021,West,Idaho,Boise,Men's Street Footwear,$50.00 ,775,"38,750","$15,500 ",Online,775
West Gear,1197831,07/06/2021,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,775,"42,625","$17,050 ",Online,775
Foot Locker,1197831,12/04/2021,West,Idaho,Boise,Men's Street Footwear,$55.00 ,775,"42,625","$17,050 ",Online,775
Foot Locker,1197831,12/04/2021,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,775,"42,625","$17,050 ",Online,775
Foot Locker,1185732,02/07/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$30.00 ,775,"23,250","$5,813 ",Online,775
Foot Locker,1185732,04/06/2021,Southeast,South Carolina,Charleston,Women's Apparel,$40.00 ,775,"31,000","$15,500 ",Online,775
Foot Locker,1185732,06/07/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$50.00 ,775,"38,750","$9,688 ",Online,775
Foot Locker,1185732,07/05/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$55.00 ,775,"42,625","$12,788 ",Online,775
Foot Locker,1185732,08/06/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$45.00 ,775,"34,875","$10,463 ",Online,775
Foot Locker,1185732,10/07/2021,Southeast,South Carolina,Charleston,Women's Apparel,$60.00 ,775,"46,500","$23,250 ",Online,775
Sports Direct,1185732,12/05/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$60.00 ,775,"46,500","$13,950 ",Online,775
Sports Direct,1185732,12/05/2021,Southeast,South Carolina,Charleston,Men's Apparel,$70.00 ,775,"54,250","$18,988 ",Online,775
Sports Direct,1185732,12/02/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$60.00 ,775,"46,500","$16,275 ",Online,775
Amazon,1185732,12/02/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$75.00 ,775,"58,125","$29,063 ",Online,775
Amazon,1185732,1/13/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$35.00 ,775,"27,125","$10,850 ",Online,775
Amazon,1185732,09/09/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$55.00 ,775,"42,625","$17,050 ",Online,775
Foot Locker,1185732,2/18/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,$30.00 ,775,"23,250","$9,300 ",Online,775
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$70.00 ,775,"54,250","$21,700 ",Online,775
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$55.00 ,775,"42,625","$17,050 ",Online,775
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$35.00 ,770,"26,950","$13,475 ",In-store,770
Amazon,1185732,03/09/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$30.00 ,770,"23,100","$9,240 ",Online,770
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,750,"30,000","$13,500 ",Outlet,750
Walmart,1197831,9/13/2020,South,Texas,Houston,Women's Street Footwear,$50.00 ,750,"37,500","$13,125 ",Outlet,750
Walmart,1197831,9/16/2020,South,Texas,Houston,Women's Apparel,$55.00 ,750,"41,250","$20,625 ",Outlet,750
West Gear,1128299,01/01/2021,West,California,San Francisco,Men's Athletic Footwear,$65.00 ,750,"48,750","$12,188 ",Outlet,750
West Gear,1128299,01/02/2021,West,California,San Francisco,Women's Street Footwear,$65.00 ,750,"48,750","$19,500 ",Outlet,750
West Gear,1128299,1/21/2021,West,California,San Francisco,Women's Athletic Footwear,$65.00 ,750,"48,750","$14,625 ",Outlet,750
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,$75.00 ,750,"56,250","$28,125 ",Outlet,750
Kohl's,1189833,3/13/2021,West,California,Los Angeles,Men's Street Footwear,$35.00 ,750,"26,250","$10,500 ",Outlet,750
Kohl's,1189833,4/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,750,"37,500","$9,375 ",Outlet,750
Kohl's,1189833,4/21/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,750,"37,500","$15,000 ",Outlet,750
Kohl's,1189833,4/27/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,750,"37,500","$15,000 ",Outlet,750
Sports Direct,1197831,09/04/2021,South,Texas,Dallas,Men's Street Footwear,$20.00 ,750,"15,000","$5,250 ",Outlet,750
West Gear,1128299,02/07/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,750,"45,000","$18,000 ",Outlet,750
West Gear,1128299,6/25/2020,West,Washington,Seattle,Men's Street Footwear,$75.00 ,750,"56,250","$16,875 ",In-store,750
West Gear,1128299,07/08/2020,West,Washington,Seattle,Men's Athletic Footwear,$80.00 ,750,"60,000","$15,000 ",In-store,750
West Gear,1128299,7/31/2020,West,Washington,Seattle,Men's Street Footwear,$80.00 ,750,"60,000","$18,000 ",In-store,750
West Gear,1128299,08/01/2020,West,Washington,Seattle,Men's Athletic Footwear,$85.00 ,750,"63,750","$15,938 ",In-store,750
Foot Locker,1185732,08/10/2020,Southeast,Florida,Miami,Men's Apparel,$55.00 ,750,"41,250","$14,438 ",In-store,750
Foot Locker,1185732,8/13/2020,Southeast,Florida,Miami,Men's Athletic Footwear,$45.00 ,750,"33,750","$11,813 ",In-store,750
Foot Locker,1185732,8/16/2020,Southeast,Florida,Miami,Men's Apparel,$55.00 ,750,"41,250","$14,438 ",In-store,750
Foot Locker,1185732,8/19/2020,Southeast,Florida,Miami,Men's Athletic Footwear,$45.00 ,750,"33,750","$11,813 ",In-store,750
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,$50.00 ,750,"37,500","$9,375 ",In-store,750
Foot Locker,1185732,9/21/2020,Southeast,Florida,Miami,Men's Apparel,$55.00 ,750,"41,250","$14,438 ",In-store,750
Sports Direct,1185732,9/25/2020,Southeast,Florida,Miami,Women's Street Footwear,$45.00 ,750,"33,750","$8,438 ",In-store,750
Sports Direct,1185732,10/09/2020,Southeast,Florida,Miami,Men's Apparel,$65.00 ,750,"48,750","$17,063 ",In-store,750
Kohl's,1189833,02/02/2021,Midwest,Montana,Billings,Men's Street Footwear,$40.00 ,750,"30,000","$13,500 ",Outlet,750
Sports Direct,1197831,04/04/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$25.00 ,750,"18,750","$7,500 ",Outlet,750
Sports Direct,1197831,5/20/2021,South,Tennessee,Knoxville,Women's Apparel,$65.00 ,750,"48,750","$29,250 ",Outlet,750
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,$45.00 ,750,"33,750","$20,250 ",Outlet,750
Sports Direct,1197831,8/31/2021,South,Alabama,Birmingham,Men's Street Footwear,$45.00 ,750,"33,750","$15,188 ",Outlet,750
Sports Direct,1197831,09/01/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$50.00 ,750,"37,500","$16,875 ",Outlet,750
Sports Direct,1197831,09/12/2021,South,Alabama,Birmingham,Men's Street Footwear,$40.00 ,750,"30,000","$15,000 ",Outlet,750
Sports Direct,1197831,9/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$55.00 ,750,"41,250","$20,625 ",Outlet,750
Foot Locker,1128299,08/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,$85.00 ,750,"63,750","$15,938 ",Outlet,750
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$95.00 ,750,"71,250","$17,813 ",In-store,750
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$55.00 ,750,"41,250","$20,625 ",In-store,750
Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$65.00 ,750,"48,750","$17,063 ",In-store,750
Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$75.00 ,750,"56,250","$19,688 ",In-store,750
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$35.00 ,750,"26,250","$13,125 ",In-store,750
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$50.00 ,750,"37,500","$18,750 ",In-store,750
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$40.00 ,750,"30,000","$12,000 ",In-store,750
West Gear,1185732,08/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,$35.00 ,750,"26,250","$10,500 ",In-store,750
West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Street Footwear,$65.00 ,750,"48,750","$17,063 ",In-store,750
West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Athletic Footwear,$75.00 ,750,"56,250","$19,688 ",In-store,750
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$95.00 ,750,"71,250","$28,500 ",Online,750
West Gear,1197831,05/05/2021,West,Idaho,Boise,Women's Apparel,$45.00 ,750,"33,750","$16,875 ",Online,750
West Gear,1197831,06/04/2021,West,Idaho,Boise,Men's Street Footwear,$45.00 ,750,"33,750","$11,813 ",Online,750
West Gear,1197831,06/04/2021,West,Idaho,Boise,Men's Athletic Footwear,$50.00 ,750,"37,500","$13,125 ",Online,750
Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Men's Street Footwear,$50.00 ,750,"37,500","$15,000 ",Online,750
Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,750,"41,250","$16,500 ",Online,750
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$55.00 ,750,"41,250","$14,438 ",Online,750
Foot Locker,1185732,05/05/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$50.00 ,750,"37,500","$13,125 ",Online,750
Foot Locker,1185732,06/07/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$50.00 ,750,"37,500","$11,250 ",Online,750
Foot Locker,1185732,06/07/2021,Southeast,South Carolina,Charleston,Men's Apparel,$65.00 ,750,"48,750","$17,063 ",Online,750
Foot Locker,1185732,08/06/2021,Southeast,South Carolina,Charleston,Men's Apparel,$55.00 ,750,"41,250","$14,438 ",Online,750
Foot Locker,1185732,11/06/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$45.00 ,750,"33,750","$11,813 ",Online,750
Foot Locker,1185732,11/06/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$55.00 ,750,"41,250","$12,375 ",Online,750
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,$45.00 ,750,"33,750","$13,500 ",Online,750
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,$60.00 ,750,"45,000","$18,000 ",Online,750
Sports Direct,1185732,10/07/2020,Southeast,Florida,Miami,Women's Street Footwear,$50.00 ,745,"37,250","$9,313 ",In-store,745
Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$40.00 ,745,"29,800","$11,920 ",Online,745
Sports Direct,1197831,08/08/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,725,"25,375","$8,881 ",Outlet,725
West Gear,1128299,11/08/2020,West,California,San Francisco,Men's Athletic Footwear,$50.00 ,725,"36,250","$7,250 ",Outlet,725
West Gear,1128299,11/09/2020,West,California,San Francisco,Women's Street Footwear,$50.00 ,725,"36,250","$12,688 ",Outlet,725
West Gear,1128299,12/27/2020,West,California,San Francisco,Women's Street Footwear,$65.00 ,725,"47,125","$16,494 ",Outlet,725
West Gear,1128299,01/05/2021,West,California,San Francisco,Women's Apparel,$80.00 ,725,"58,000","$11,600 ",Outlet,725
West Gear,1128299,1/15/2021,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,725,"43,500","$13,050 ",Outlet,725
West Gear,1128299,1/23/2021,West,California,San Francisco,Women's Apparel,$80.00 ,725,"58,000","$8,700 ",Outlet,725
West Gear,1128299,1/27/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,725,"39,875","$9,969 ",Outlet,725
West Gear,1128299,1/28/2021,West,California,San Francisco,Men's Apparel,$65.00 ,725,"47,125","$21,206 ",Outlet,725
West Gear,1128299,02/07/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,725,"39,875","$11,963 ",Outlet,725
Kohl's,1189833,05/03/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,725,"36,250","$14,500 ",Outlet,725
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,725,"47,125","$9,425 ",Outlet,725
Sports Direct,1197831,08/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$20.00 ,725,"14,500","$4,350 ",Outlet,725
Sports Direct,1197831,08/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$30.00 ,725,"21,750","$6,525 ",Outlet,725
Sports Direct,1197831,9/28/2021,South,Texas,Dallas,Men's Street Footwear,$55.00 ,725,"39,875","$15,950 ",Outlet,725
Sports Direct,1197831,9/30/2021,South,Texas,Dallas,Women's Street Footwear,$60.00 ,725,"43,500","$17,400 ",Outlet,725
Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,$40.00 ,725,"29,000","$11,600 ",Outlet,725
Sports Direct,1197831,10/11/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,725,"29,000","$11,600 ",Outlet,725
Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Women's Street Footwear,$65.00 ,725,"47,125","$18,850 ",Outlet,725
West Gear,1128299,4/14/2020,West,Colorado,Denver,Men's Street Footwear,$60.00 ,725,"43,500","$21,750 ",In-store,725
West Gear,1128299,4/26/2020,West,Colorado,Denver,Men's Street Footwear,$70.00 ,725,"50,750","$22,838 ",In-store,725
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,$45.00 ,725,"32,625","$11,419 ",In-store,725
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,$35.00 ,725,"25,375","$6,344 ",In-store,725
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,$60.00 ,725,"43,500","$15,225 ",In-store,725
Sports Direct,1185732,9/26/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$45.00 ,725,"32,625","$9,788 ",In-store,725
Sports Direct,1185732,9/27/2020,Southeast,Florida,Miami,Men's Apparel,$55.00 ,725,"39,875","$13,956 ",In-store,725
Sports Direct,1185732,10/01/2020,Southeast,Florida,Miami,Women's Street Footwear,$50.00 ,725,"36,250","$9,063 ",In-store,725
Sports Direct,1197831,04/03/2021,South,Tennessee,Knoxville,Men's Street Footwear,$15.00 ,725,"10,875","$4,350 ",Outlet,725
Sports Direct,1197831,4/26/2021,South,Tennessee,Knoxville,Women's Apparel,$55.00 ,725,"39,875","$23,925 ",Outlet,725
Sports Direct,1197831,8/26/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$20.00 ,725,"14,500","$6,525 ",Outlet,725
Foot Locker,1128299,06/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,$70.00 ,725,"50,750","$12,688 ",Outlet,725
Foot Locker,1128299,08/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,$75.00 ,725,"54,375","$10,875 ",Outlet,725
West Gear,1185732,06/10/2021,Northeast,New York,Albany,Women's Apparel,$70.00 ,725,"50,750","$25,375 ",In-store,725
West Gear,1185732,08/09/2021,Northeast,New York,Albany,Women's Apparel,$60.00 ,725,"43,500","$21,750 ",In-store,725
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$35.00 ,725,"25,375","$12,688 ",In-store,725
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Women's Apparel,$65.00 ,725,"47,125","$25,919 ",In-store,725
West Gear,1185732,02/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$25.00 ,725,"18,125","$7,250 ",In-store,725
West Gear,1197831,05/05/2021,West,Idaho,Boise,Men's Athletic Footwear,$30.00 ,725,"21,750","$7,613 ",Online,725
Sports Direct,1197831,08/08/2021,West,Idaho,Boise,Women's Apparel,$60.00 ,725,"43,500","$23,925 ",Online,725
Foot Locker,1197831,12/04/2021,West,Idaho,Boise,Women's Apparel,$65.00 ,725,"47,125","$25,919 ",Online,725
Sports Direct,1128299,07/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$50.00 ,725,"36,250","$14,500 ",Online,725
Foot Locker,1185732,01/09/2021,Southeast,Georgia,Atlanta,Men's Apparel,$50.00 ,725,"36,250","$12,688 ",Online,725
Foot Locker,1185732,02/07/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$40.00 ,725,"29,000","$10,150 ",Online,725
Foot Locker,1185732,03/05/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$25.00 ,725,"18,125","$4,531 ",Online,725
Foot Locker,1185732,03/05/2021,Southeast,South Carolina,Charleston,Women's Apparel,$35.00 ,725,"25,375","$12,688 ",Online,725
Foot Locker,1185732,05/05/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$45.00 ,725,"32,625","$8,156 ",Online,725
Foot Locker,1185732,09/05/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$40.00 ,725,"29,000","$7,250 ",Online,725
Foot Locker,1185732,11/06/2021,Southeast,South Carolina,Charleston,Men's Apparel,$70.00 ,725,"50,750","$17,763 ",Online,725
Sports Direct,1185732,01/06/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$35.00 ,725,"25,375","$8,881 ",Online,725
Sports Direct,1185732,01/06/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$25.00 ,725,"18,125","$7,250 ",Online,725
Sports Direct,1185732,01/06/2021,Southeast,South Carolina,Charleston,Women's Apparel,$35.00 ,725,"25,375","$12,688 ",Online,725
Sports Direct,1185732,07/02/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,$55.00 ,725,"39,875","$15,950 ",Online,725
Sports Direct,1185732,08/03/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,$55.00 ,725,"39,875","$15,950 ",Online,725
Sports Direct,1185732,09/02/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$50.00 ,725,"36,250","$12,688 ",Online,725
Sports Direct,1185732,11/03/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$75.00 ,725,"54,375","$27,188 ",Online,725
Amazon,1185732,12/02/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,$60.00 ,725,"43,500","$17,400 ",Online,725
Amazon,1185732,04/10/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$30.00 ,725,"21,750","$8,700 ",Online,725
Amazon,1185732,07/09/2021,Midwest,Ohio,Columbus,Women's Apparel,$70.00 ,725,"50,750","$25,375 ",Online,725
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$40.00 ,725,"29,000","$11,600 ",Online,725
Foot Locker,1185732,1/20/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,$30.00 ,725,"21,750","$8,700 ",Online,725
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$50.00 ,725,"36,250","$14,500 ",Online,725
